restaurant_name,address,phone_number,website_url,happy_hour_times,regular_hours,rating,review_count,price_level,source,freshness_date,latitude,longitude,cheapest_drink,cheapest_drink_price,cheapest_food,cheapest_food_price,menu_summary
McGregor's Bar and Grill,"10475 San Diego Mission Rd, San Diego, CA 92108, USA",(619) 282-9797,http://mcgregorssandiego.com/,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 12:00 AM,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 12:00 AM,4.4,1396,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7844116,-117.11102419999999,,,,,
Til-Two Club,"4746 El Cajon Blvd, San Diego, CA 92115, USA",(619) 255-1481,http://www.tiltwoclub.com/,Monday: 4:00 – 7:00 PM | Tuesday: 4:00 – 7:00 PM | Wednesday: 4:00 – 7:00 PM | Thursday: 4:00 – 7:00 PM | Friday: 4:00 – 7:00 PM | Saturday: 4:00 – 7:00 PM | Sunday: 4:00 – 7:00 PM,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 2:00 AM,4.4,414,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7561967,-117.09243579999999,,,,,
Coin-Op Game Room,"3926 30th St, San Diego, CA 92104, USA",(619) 255-8523,https://coinopgameroom.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 5:00 PM – 12:00 AM | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 5:00 PM – 12:00 AM | Thursday: 5:00 PM – 12:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 2:00 PM – 2:00 AM | Sunday: 2:00 PM – 12:00 AM,4.4,1241,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.7490528,-117.1304167,,,,,
Stadium Club,"6065 Fairmount Ave, San Diego, CA 92120, USA",(619) 282-3286,,,Monday: 6:00 AM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 6:00 AM – 2:00 AM | Saturday: 6:00 AM – 2:00 AM | Sunday: 6:00 AM – 2:00 AM,4.5,78,,Google Places API,2026-04-21,32.784749399999995,-117.1012639,,,,,
Cleopatra's Lounge,"3311 Adams Ave A, San Diego, CA 92116, USA",(619) 955-7559,https://cleopatrahookah2014.com/,Monday: 3:00 PM - 7:00 PM | Tuesday: 3:00 PM - 7:00 PM | Wednesday: 3:00 PM - 7:00 PM | Thursday: 3:00 PM - 7:00 PM | Friday: 3:00 PM - 7:00 PM | Saturday: 3:00 PM - 7:00 PM | Sunday: 3:00 PM - 7:00 PM,Monday: 3:00 PM – 2:00 AM | Tuesday: 3:00 PM – 2:00 AM | Wednesday: 3:00 PM – 2:00 AM | Thursday: 3:00 PM – 2:00 AM | Friday: 3:00 PM – 2:00 AM | Saturday: 3:00 PM – 2:00 AM | Sunday: 3:00 PM – 2:00 AM,4.6,73,,Website (AI parsed),2026-04-21,32.7631525,-117.122517,,,,,
Dave & Buster's San Diego,"2931 Camino Del Rio N, San Diego, CA 92108, USA",(619) 280-7115,https://www.daveandbusters.com/us/en/about/locations/san-diego,"Monday: 4:00 – 7:00 PM, 10:00 PM – 12:00 AM | Tuesday: 4:00 – 7:00 PM, 10:00 PM – 12:00 AM | Wednesday: 4:00 – 7:00 PM, 10:00 PM – 1:00 AM | Thursday: 4:00 – 7:00 PM, 10:00 PM – 1:00 AM | Friday: 4:00 – 7:00 PM | Saturday: Closed | Sunday: 10:00 PM – 12:00 AM",Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 10:00 AM – 1:00 AM | Sunday: 10:00 AM – 12:00 AM,4.2,7897,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7727419,-117.1314573,,,,,
La Sirena,"4286 University Ave, San Diego, CA 92105, USA",(619) 432-1213,,,Monday: 2:00 PM – 12:00 AM | Tuesday: 2:00 PM – 12:00 AM | Wednesday: 2:00 PM – 12:00 AM | Thursday: 2:00 PM – 12:00 AM | Friday: 2:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,3.9,16,,Google Places API,2026-04-21,32.7498037,-117.102426,,,,,
Clem's Tap House,"4108 Adams Ave, San Diego, CA 92116, USA",(619) 255-4526,https://clemstaphouse.com/,,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 10:00 PM,4.7,326,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.7636299,-117.1071016,,,,,
Fairplay,"4026 30th St, San Diego, CA 92104, USA",(619) 269-3222,https://www.fairplaybar.com/,Monday: 2:00 – 5:00 PM | Tuesday: 2:00 – 5:00 PM | Wednesday: 2:00 – 5:00 PM | Thursday: 2:00 – 5:00 PM | Friday: 2:00 – 5:00 PM | Saturday: Closed | Sunday: Closed,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 12:00 AM | Thursday: 11:30 AM – 12:00 AM | Friday: 11:30 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 8:00 AM – 10:00 PM,4.4,168,,Google Places API (Happy Hours),2026-04-21,32.7508756,-117.13035309999998,,,,,
Lobby Bar,"2233 El Cajon Blvd, San Diego, CA 92104, USA",(619) 269-2101,,,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,4,11,,Google Places API,2026-04-21,32.754926399999995,-117.14067149999998,,,,,
Whistle Stop Bar,"2236 Fern St, San Diego, CA 92104, USA",(619) 284-6784,http://www.whistlestopbar.com/,Monday: 4:00 – 7:00 PM | Tuesday: 4:00 – 7:00 PM | Wednesday: 4:00 – 7:00 PM | Thursday: 4:00 – 7:00 PM | Friday: 4:00 – 7:00 PM | Saturday: 4:00 – 7:00 PM | Sunday: 4:00 – 7:00 PM,Monday: 2:00 PM – 2:00 AM | Tuesday: 2:00 PM – 2:00 AM | Wednesday: 2:00 PM – 2:00 AM | Thursday: 2:00 PM – 2:00 AM | Friday: 2:00 PM – 2:00 AM | Saturday: 2:00 PM – 2:00 AM | Sunday: 2:00 PM – 2:00 AM,4.4,698,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7293668,-117.1297497,,,,,
San Diego Eagle,"3040 N Park Way, San Diego, CA 92104, USA",(619) 295-8072,http://www.sandiegoeagle.com/,Monday: 4:00 – 8:00 PM | Tuesday: 4:00 – 8:00 PM | Wednesday: 4:00 – 8:00 PM | Thursday: 4:00 – 8:00 PM | Friday: 2:00 – 8:00 PM | Saturday: 2:00 – 8:00 PM | Sunday: 2:00 – 8:00 PM,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 2:00 PM – 2:00 AM | Saturday: 2:00 PM – 2:00 AM | Sunday: 2:00 PM – 2:00 AM,3.8,82,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7475976,-117.12872990000001,,,,,
Aero Club Bar,"3365 India St, San Diego, CA 92103, USA",(619) 297-7211,https://aeroclubbar.com/,Monday: 2:00 – 7:00 PM | Tuesday: 2:00 – 7:00 PM | Wednesday: 2:00 – 7:00 PM | Thursday: 2:00 – 7:00 PM | Friday: 2:00 – 7:00 PM | Saturday: 2:00 – 7:00 PM | Sunday: 2:00 – 7:00 PM,Monday: 2:00 PM – 2:00 AM | Tuesday: 2:00 PM – 2:00 AM | Wednesday: 2:00 PM – 2:00 AM | Thursday: 2:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,4.7,1174,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7381483,-117.17646799999999,,,,,
Pecs Bar,"2046 University Ave, San Diego, CA 92104, USA",(619) 296-0889,http://www.pecsbar.com/,,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 12:00 AM,4.1,171,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7486223,-117.14272559999999,,,,,
The Library Tavern,"7459 Mission Gorge Rd, San Diego, CA 92120, USA",(619) 583-5839,https://m.facebook.com/The-Library-Tavern-282811008422784/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 2:00 PM – 1:00 AM | Tuesday: 2:00 PM – 1:00 AM | Wednesday: 2:00 PM – 1:00 AM | Thursday: 2:00 PM – 1:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 9:00 AM – 1:00 AM,4.4,295,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.806706999999996,-117.07735900000002,,,,,
Camel's Bar and Grill,"10330 Friars Rd #106, San Diego, CA 92120, USA",(619) 281-1722,http://www.camelsbarandgrill.com/,,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 10:00 AM – 2:00 AM | Sunday: 10:00 AM – 10:00 PM,4.3,443,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7914634,-117.100748,,,,,
Channel 2 Sports Bar,"3232 Greyling Dr, San Diego, CA 92123, USA",(858) 430-6442,,,Monday: 12:00 PM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,4.2,166,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.8020035,-117.1405636,,,,,
Pal Joey's Cocktail Lounge,"5147 Waring Rd, San Diego, CA 92120, USA",(619) 582-6699,https://www.paljoeys.net/,Monday: 6:00 AM - 10:00 AM | Tuesday: 6:00 AM - 10:00 AM | Wednesday: 6:00 AM - 10:00 AM | Thursday: 6:00 AM - 10:00 AM | Friday: 6:00 AM - 10:00 AM | Saturday: 6:00 AM - 10:00 AM | Sunday: 6:00 AM - 10:00 AM,Monday: 6:00 AM – 2:00 AM | Tuesday: 6:00 AM – 2:00 AM | Wednesday: 6:00 AM – 2:00 AM | Thursday: 6:00 AM – 2:00 AM | Friday: 6:00 AM – 2:00 AM | Saturday: 6:00 AM – 2:00 AM | Sunday: 6:00 AM – 2:00 AM,4.3,537,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.790896,-117.08109549999999,,,,,
CJ's Lounge,"222 W Washington St, San Diego, CA 92103, USA",(619) 296-2721,http://cjs-club.poi.place/,,Monday: 2:00 PM – 2:00 AM | Tuesday: 2:00 PM – 2:00 AM | Wednesday: 2:00 PM – 2:00 AM | Thursday: 2:00 PM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 2:00 AM,4.5,112,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7500669,-117.165543,,,,,
Urban MO's Bar & Grill,"308 University Ave, San Diego, CA 92103, USA",(619) 491-0400,https://urbanmos.com/dinein/,Saturday: 2:00 PM - 7:00 PM | Sunday: 2:00 PM - 7:00 PM,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 11:00 PM,4.6,2606,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.7483789,-117.1625679,,,,,
The BLVD Bar,"6949 El Cajon Blvd, San Diego, CA 92115, USA",(619) 464-9945,http://www.theblvdbarsd.com/,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: Closed,Monday: 12:00 PM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,4.3,227,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.7685089,-117.0480651,,,,,
Botanica Art & Cocktail Bar,"3139 University Ave, San Diego, CA 92104, USA",(619) 310-6370,http://botanicabarsd.com/,Monday: Closed | Tuesday: 5:00 – 9:30 PM | Wednesday: 5:00 – 7:00 PM | Thursday: 5:00 – 7:00 PM | Friday: Closed | Saturday: Closed | Sunday: Closed,Monday: Closed | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 PM – 12:00 AM | Saturday: 5:00 PM – 12:00 AM | Sunday: 5:00 – 10:00 PM,4.4,167,,Google Places API (Happy Hours),2026-04-21,32.7482847,-117.1263374,,,,,
619 Spirits North Park,"3015 Lincoln Ave, San Diego, CA 92104, USA",(619) 269-2757,https://www.619spirits.com/,Monday: 3:00 – 6:00 PM | Tuesday: 3:00 – 6:00 PM | Wednesday: 3:00 – 6:00 PM | Thursday: 3:00 – 6:00 PM | Friday: 3:00 – 6:00 PM | Saturday: 3:00 – 6:00 PM | Sunday: 3:00 – 6:00 PM,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 PM – 1:00 AM | Saturday: 11:00 AM – 1:00 AM | Sunday: 11:00 AM – 9:00 PM,4.4,295,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.750150999999995,-117.12978980000001,,,,,
Good News Bar,"3821 Park Blvd, San Diego, CA 92103, USA",,http://www.goodnewssd.com/,Monday: Closed | Tuesday: 4:00 PM - 7:00 PM | Wednesday: 4:00 PM - 7:00 PM | Thursday: 4:00 PM - 7:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,"Monday: Closed | Tuesday: 8:00 AM – 2:00 PM, 4:00 – 10:00 PM | Wednesday: 8:00 AM – 2:00 PM, 4:00 – 10:00 PM | Thursday: 8:00 AM – 2:00 PM, 4:00 – 10:00 PM | Friday: 8:00 AM – 2:00 PM, 4:00 – 11:00 PM | Saturday: 8:00 AM – 2:00 PM, 4:00 – 11:00 PM | Sunday: 8:00 AM – 2:00 PM, 4:00 – 10:00 PM",4.8,96,,Website (AI parsed),2026-04-21,32.7478658,-117.1460757,,,,,
Belching Beaver Brewery North Park,"4223 30th St, San Diego, CA 92104, USA",(619) 282-1062,https://northpark.belchingbeaver.com/,Monday: 3:00 PM - 9:00 PM | Tuesday: 3:00 PM - 10:00 PM | Wednesday: 3:00 PM - 10:00 PM | Thursday: 3:00 PM - 10:00 PM | Friday: 12:00 PM - 12:00 AM | Saturday: 12:00 PM - 12:00 AM | Sunday: 12:00 PM - 9:00 PM,Monday: 3:00 – 9:00 PM | Tuesday: 3:00 – 10:00 PM | Wednesday: 3:00 – 10:00 PM | Thursday: 3:00 – 10:00 PM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 – 9:00 PM,4.6,474,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.7546222,-117.13005249999998,,,,,
AIR CONDITIONED Lounge,"4673 30th St, San Diego, CA 92116, USA",(619) 501-9831,https://airconditionedlounge.com/,Monday: Closed | Tuesday: Closed | Wednesday: 5:00 PM - 8:00 PM | Thursday: 5:00 PM - 8:00 PM | Friday: 5:00 PM - 8:00 PM | Saturday: 5:00 PM - 8:00 PM | Sunday: 5:00 PM - 8:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 5:00 PM – 2:00 AM | Sunday: 3:00 – 8:00 PM,4.5,210,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.7623879,-117.13006739999999,,,,,
Chili's Grill & Bar,"4252 Camino Del Rio N, San Diego, CA 92108, USA",(619) 280-7996,https://www.chilis.com/locations/us/california/san-diego/mission-valley?utm_source=google&utm_medium=local&utm_campaign=Chilis,Monday: 3:00 – 6:00 PM | Tuesday: 3:00 – 6:00 PM | Wednesday: 3:00 – 6:00 PM | Thursday: 3:00 – 6:00 PM | Friday: 3:00 – 6:00 PM | Saturday: Closed | Sunday: Closed,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,4.2,2155,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.779699,-117.103315,,,,,
True North Tavern,"3815 30th St, San Diego, CA 92104, USA",(619) 291-3815,http://truenorthtavern.com/,Monday: 4:00 – 10:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 4:00 – 11:00 PM | Friday: 11:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 10:00 PM,Monday: 4:00 – 10:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 4:00 – 11:00 PM | Friday: 11:00 AM – 2:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 10:00 PM,4,850,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7477155,-117.12993540000001,,,,,
The Glampisphere @ The Air Conditioned Lounge,"4673 30th St Patio G, San Diego, CA 92116, USA",(619) 501-9831,http://www.glampisphere.space/,,Monday: 12:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 12:00 AM,4.9,14,,Google Places API,2026-04-21,32.7623663,-117.1300141,,,,,
The Duke Cocktails & Grub,"6519 Mission Gorge Rd, San Diego, CA 92120, USA",(619) 283-0831,https://www.thedukesd.com/,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: Closed,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 9:00 PM,4.6,50,,Website (AI parsed),2026-04-21,32.7916463,-117.096577,,,,,
Nómade Tapas and Records,"3027 Adams Ave, San Diego, CA 92116, USA",,https://www.nomadetapasandrecords.com/,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: Closed | Sunday: Closed,"Monday: 7:30 AM – 2:00 PM, 5:00 – 10:00 PM | Tuesday: 7:30 AM – 2:00 PM, 5:00 – 10:00 PM | Wednesday: 7:30 AM – 2:00 PM, 5:00 – 10:00 PM | Thursday: 7:30 AM – 2:00 PM, 5:00 – 10:00 PM | Friday: 7:30 AM – 2:00 PM, 5:00 – 10:00 PM | Saturday: 8:30 AM – 12:00 AM | Sunday: 8:30 AM – 9:30 PM",4.2,108,,Website (AI parsed),2026-04-21,32.7626926,-117.12941669999998,,,,,
Yard House,"1640 Camino Del Rio N Space 157, San Diego, CA 92108, USA",(619) 574-0468,https://www.yardhouse.com/locations/ca/san-diego/san-diego-mission-valley-mall/8363?cmpid=br:yh_ag:ie_ch:loc_ca:YHGMB_sn:gmb_gt:san-diego-ca-8363_pl:locurl_rd:1059,"Monday: 3:00 – 6:00 PM, 10:00 – 11:00 PM | Tuesday: 3:00 – 6:00 PM, 10:00 – 11:00 PM | Wednesday: 3:00 – 6:00 PM, 10:00 – 11:00 PM | Thursday: 3:00 – 6:00 PM, 10:00 – 11:00 PM | Friday: 3:00 – 6:00 PM | Saturday: Closed | Sunday: 10:00 – 11:00 PM",Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:30 PM | Saturday: 11:00 AM – 11:30 PM | Sunday: 11:00 AM – 11:00 PM,4.5,3700,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7679319,-117.1487525,,,,,
False Idol,"675 W Beech St, San Diego, CA 92101, USA",,http://falseidoltiki.com/,Monday: 5:00 – 6:00 PM | Tuesday: 5:00 – 6:00 PM | Wednesday: 5:00 – 6:00 PM | Thursday: 5:00 – 6:00 PM | Friday: 5:00 – 6:00 PM | Saturday: Closed | Sunday: Closed,Monday: 5:00 PM – 1:00 AM | Tuesday: 5:00 PM – 1:00 AM | Wednesday: 5:00 PM – 1:00 AM | Thursday: 5:00 PM – 1:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 5:00 PM – 2:00 AM | Sunday: 5:00 PM – 1:00 AM,4.7,1510,PRICE_LEVEL_EXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7207772,-117.16893079999998,,,,,
Uptown Tavern,"1236 University Ave, San Diego, CA 92103, USA",(619) 241-2710,https://uptowntavernsd.com/,Monday: Closed | Tuesday: 4:00 – 6:00 PM | Wednesday: 4:00 – 6:00 PM | Thursday: 4:00 – 6:00 PM | Friday: 4:00 – 6:00 PM | Saturday: 3:00 – 6:00 PM | Sunday: Closed,Monday: Closed | Tuesday: 4:00 – 11:00 PM | Wednesday: 4:00 – 11:00 PM | Thursday: 4:00 PM – 12:00 AM | Friday: 4:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 11:00 AM – 11:00 PM,4.4,755,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7487245,-117.15259539999998,,,,,
insideOUT,"1642 University Ave, San Diego, CA 92103, USA",(619) 888-8623,http://insideoutsd.com/,Monday: Closed | Tuesday: 4pm - 6pm | Wednesday: 4pm - 6pm | Thursday: 4pm - 6pm | Friday: 4pm - 6pm | Saturday: Closed | Sunday: Closed,Monday: Closed | Tuesday: 4:00 – 10:30 PM | Wednesday: 4:00 – 10:30 PM | Thursday: 4:00 – 10:30 PM | Friday: 4:00 PM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 5:00 PM,4.5,1673,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.7485748,-117.14863740000001,,,,,
La Puerta,"4020 Goldfinch St, San Diego, CA 92103, USA",(619) 876-5200,https://lapuertasd.com/?utm_source=Business-Listings,Monday: 3:00 – 5:00 PM | Tuesday: 3:00 – 5:00 PM | Wednesday: 3:00 – 5:00 PM | Thursday: 3:00 – 5:00 PM | Friday: 3:00 – 5:00 PM | Saturday: 3:00 – 5:00 PM | Sunday: 3:00 – 5:00 PM,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,4.6,749,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7503533,-117.17165139999999,,,,,
Fernside,"1946 Fern St, San Diego, CA 92102, USA",(619) 255-9591,https://www.fernsidebar.com/,Monday: 4:00 – 6:00 PM | Tuesday: 4:00 – 6:00 PM | Wednesday: 4:00 – 6:00 PM | Thursday: 4:00 – 6:00 PM | Friday: 3:00 – 6:00 PM | Saturday: Closed | Sunday: Closed,Monday: 4:00 – 11:00 PM | Tuesday: 4:00 – 11:00 PM | Wednesday: 4:00 – 11:00 PM | Thursday: 4:00 – 11:00 PM | Friday: 3:00 PM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 11:00 PM,4.6,414,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.726365799999996,-117.12945819999999,,,,,
TapRoom Beer Company,"2000 El Cajon Blvd, San Diego, CA 92104, USA",(619) 539-7738,http://www.taproombeerco.com/,,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,4.6,711,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.755516799999995,-117.14356629999999,,,,,
Mabel's Gone Fishing,"3770 30th St, San Diego, CA 92104, USA",(619) 228-9851,https://www.mabelsgonefishing.com/,Monday: 4:00 – 5:00 PM | Tuesday: 4:00 – 5:00 PM | Wednesday: 4:00 – 5:00 PM | Thursday: 4:00 – 5:00 PM | Friday: 4:00 – 5:00 PM | Saturday: 4:00 – 5:00 PM | Sunday: Closed,Monday: 4:00 – 11:00 PM | Tuesday: 4:00 – 11:00 PM | Wednesday: 4:00 – 11:00 PM | Thursday: 4:00 – 11:00 PM | Friday: 4:00 – 11:00 PM | Saturday: 4:00 – 11:00 PM | Sunday: Closed,4.5,515,PRICE_LEVEL_EXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7467898,-117.130235,,,,,
