restaurant_name,address,phone_number,website_url,happy_hour_times,regular_hours,rating,review_count,price_level,source,freshness_date,latitude,longitude,place_id,google_maps_url,generative_summary,cheapest_drink,cheapest_drink_price,cheapest_food,cheapest_food_price,menu_summary,menu_url
Louisiana Purchase,"2305 University Ave, San Diego, CA 92104, USA",(619) 723-2880,https://www.louisianapurchasesd.com/,Monday: 3:00 – 5:00 PM | Tuesday: 3:00 – 5:00 PM | Wednesday: 3:00 – 5:00 PM | Thursday: 3:00 – 5:00 PM | Friday: 3:00 – 5:00 PM | Saturday: Closed | Sunday: Closed,Monday: 3:00 – 9:00 PM | Tuesday: 3:00 – 9:00 PM | Wednesday: 3:00 – 9:00 PM | Thursday: 3:00 – 9:00 PM | Friday: 3:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 8:00 PM,4.3,2037,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7482983,-117.13979509999999,,https://maps.google.com/?cid=10495814990841989051&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Seasonal dishes & cocktails are served in this glamorous restaurant with a terrace.,,,,,,
BJ's Restaurant & Brewhouse,"1370 Frazee Rd, San Diego, CA 92108, USA",(619) 814-6350,https://www.bjsrestaurants.com/locations/ca/mission-valley,"Monday: 3:00 – 7:00 PM, 9:00 PM – 12:00 AM | Tuesday: 3:00 – 7:00 PM, 9:00 PM – 12:00 AM | Wednesday: 3:00 – 7:00 PM, 9:00 PM – 12:00 AM | Thursday: 3:00 – 7:00 PM, 9:00 PM – 12:00 AM | Friday: 3:00 – 7:00 PM | Saturday: Closed | Sunday: 9:00 PM – 12:00 AM",Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,4.3,2598,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7720153,-117.15721930000001,,https://maps.google.com/?cid=16951630051137692676&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,DOMESTIC BOTTLES,4.0,Chips & Housemade Guacamole + Salsa,5.0,"$4 domestic bottles, $5 chips & dips, $6 wines, $7 margaritas and appetizers",
Gravity Heights Mission Valley,"525 Camino De La Reina, San Diego, CA 92108, USA",(619) 539-7833,https://www.gravityheights.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 3:00 PM - 6:00 PM | Saturday: 3:00 PM - 6:00 PM | Sunday: 3:00 PM - 6:00 PM,Monday: 11:30 AM – 8:00 PM | Tuesday: 11:30 AM – 8:00 PM | Wednesday: 11:30 AM – 8:00 PM | Thursday: 11:30 AM – 8:00 PM | Friday: 11:30 AM – 8:30 PM | Saturday: 10:00 AM – 8:30 PM | Sunday: 10:00 AM – 8:00 PM,4.6,157,PRICE_LEVEL_MODERATE,"Website (AI parsed, high confidence)",2026-04-25,32.766246599999995,-117.1601168,,https://maps.google.com/?cid=6269865865298431305&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Beer,6.0,Sliders,8.0,"$6 beers, $8 cocktails, burgers, and sliders.",https://www.gravityheights.com/drinks
Panini Kabob Grill - Mission Valley,"891 Camino De La Reina, San Diego, CA 92108, USA",(619) 299-9220,https://paninikabobgrill.com/locations/mission-valley/,,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,4.2,635,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7672818,-117.15590970000001,,https://maps.google.com/?cid=80632084412636241&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Relaxed cafe chain serving Mediterranean & Italian entrees, plus breakfast fare, panini & wine.",Domestic Beer,6.0,Hummus,6.0,"$6 beers, $8 cocktails, $8 burgers, sliders, and hummus",https://paninikabobgrill.com/locations/mission-valley/menu
Luna Grill Mission Valley,"2245 Fenton Pkwy Suite 105, San Diego, CA 92108, USA",(619) 516-5862,https://order.lunagrill.com/?y_source=1_MTQ0NDgwOTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,4.6,1374,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7799166,-117.12927089999998,,https://maps.google.com/?cid=1307048099298437775&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Kebabs, salads & other Mediterranean eats offered in a relaxed, counter-serve setting.",,,,,,
Havana Grill,"1652 Camino Del Rio N, San Diego, CA 92108, USA",(619) 915-5699,https://havanagrillrestaurants.com/havanagrill-cp3e9d?utm_source=google,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 3:00 PM - 6:00 PM | Saturday: Closed | Sunday: Closed,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 8:00 PM,4.3,467,PRICE_LEVEL_MODERATE,"Website (AI parsed, high confidence)",2026-04-25,32.7700282,-117.14672879999999,,https://maps.google.com/?cid=10124082244823899175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Wagyu Shawarma Grill Mission Valley,"10467 San Diego Mission Rd, San Diego, CA 92108, USA",(619) 642-0773,http://wagyushawarmagrill.com/,,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,4.7,407,,Google Places API,2026-04-25,32.784454,-117.11133129999997,,https://maps.google.com/?cid=3133425483505927138&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Studio Stratton Inc.,"4714 Marlborough Dr, San Diego, CA 92116, USA",(858) 465-7708,https://studiostratton.com/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,5,43,,Google Places API,2026-04-25,32.763663699999995,-117.10648609999998,,https://maps.google.com/?cid=3091162263994926173&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Slime Kitchen,"1640 Camino Del Rio N Ste 344, San Diego, CA 92108, USA",(442) 944-0372,https://theslimekitchen.com/locations/california/mission-valley/,,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 11:00 AM – 7:00 PM,4.8,229,,Google Places API,2026-04-25,32.7689911,-117.14736239999998,,https://maps.google.com/?cid=4553707706958315522&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Edison Home Improvement,"3160 Camino del Rio S, San Diego, CA 92108, USA",(619) 993-2000,https://www.edisonhomeimprovement.com/,,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,4.4,57,,Google Places API,2026-04-25,32.7740356,-117.1247748,,https://maps.google.com/?cid=7874350348683467851&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
MC's Kitchen,"San Diego, CA 92108, USA",,,,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 9:00 AM – 1:00 PM | Sunday: Closed,5,2,,Google Places API,2026-04-25,32.7670907,-117.1623501,,https://maps.google.com/?cid=9928038799575359135&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Pesto Italian Craft Kitchen,"1652 Camino Del Rio N, San Diego, CA 92108, USA",(619) 679-9030,,,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,4.7,1057,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.769776199999995,-117.14706890000001,,https://maps.google.com/?cid=6504773001994736118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Hillcrest Corner Kitchen,"1263 University Ave, San Diego, CA 92103, USA",(512) 470-9323,https://www.occasionssandiego.com/food-menu-1,,Monday: 4:00 – 10:30 PM | Tuesday: 4:00 – 10:30 PM | Wednesday: 4:00 – 10:30 PM | Thursday: 4:00 – 10:30 PM | Friday: 4:00 – 10:30 PM | Saturday: 4:00 – 10:30 PM | Sunday: 4:00 – 10:30 PM,,,,Google Places API,2026-04-25,32.748291,-117.1519768,,https://maps.google.com/?cid=5605758438926616251&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
SoCal Outdoor Kitchens,"Rancho Mission Rd, San Diego, CA 92108, USA",(920) 327-2754,https://socaloutdoorkitchens.com/,,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM,,,,Google Places API,2026-04-25,32.7854391,-117.11041940000001,,https://maps.google.com/?cid=13473719274642479437&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Mama G’s Kitchen & Sauces Peruvian Cuisine,"407 Camino del Rio S, San Diego, CA 92108, USA",(858) 315-1295,https://www.mamagskitchenandsauces.com/,,Monday: Closed | Tuesday: 11:30 AM – 7:30 PM | Wednesday: 11:30 AM – 7:30 PM | Thursday: 11:30 AM – 7:30 PM | Friday: 11:30 AM – 8:30 PM | Saturday: 11:30 AM – 8:30 PM | Sunday: 11:30 AM – 5:30 PM,4.8,265,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7610117,-117.1609184,,https://maps.google.com/?cid=14871099373093426566&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Pho Ca Dao Vietnamese Kitchen,"2401 Fenton Pkwy #D104, San Diego, CA 92108, USA",(619) 684-5129,https://www.thephocadaogrill.com/,,Monday: 11:00 AM – 9:30 PM | Tuesday: 11:00 AM – 9:30 PM | Wednesday: 11:00 AM – 9:30 PM | Thursday: 11:00 AM – 9:30 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:30 PM,3.9,635,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7810872,-117.13082179999999,,https://maps.google.com/?cid=3618480019281490905&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Pho, noodle dishes & other traditional Vietnamese entrees are the draw at this informal restaurant.",Domestic Beer,6.0,Spring Rolls,6.0,"$6 beers, $8 cocktails, $8 spring rolls and sliders",https://www.thephocadaogrill.com/menus/happy-hour
Val's Vegan Kitchen,"2611 El Cajon Blvd, San Diego, CA 92104, USA",(619) 432-1503,https://www.valsvegankitchen.com/,,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,4.8,61,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.754922199999996,-117.13594729999998,,https://maps.google.com/?cid=1833227717881913051&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Novo Brazil Brewing Mission Valley,"1640 Camino Del Rio N suite 341, San Diego, CA 92108, USA",(619) 310-5387,https://www.novobrew.com/,Monday: 12:00 – 5:30 PM | Tuesday: 12:00 – 5:30 PM | Wednesday: 12:00 – 5:30 PM | Thursday: 12:00 – 5:30 PM | Friday: 12:00 – 5:30 PM | Saturday: Closed | Sunday: Closed,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 11:30 AM – 11:00 PM | Saturday: 11:30 AM – 11:00 PM | Sunday: 10:00 AM – 8:00 PM,4.3,290,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.768409999999996,-117.14682699999999,,https://maps.google.com/?cid=8430619913484577150&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,$5 PINTS,5.0,,,$5 pints,
Kairoa Brewing Company,"4601 Park Blvd Ste A, San Diego, CA 92116, USA",(619) 295-1355,https://kairoa.com/menu/,,Monday: Closed | Tuesday: 5:00 – 8:00 PM | Wednesday: 4:00 – 10:00 PM | Thursday: 4:00 – 10:00 PM | Friday: 4:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 11:00 AM – 8:00 PM,4.5,461,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7611663,-117.14600680000001,,https://maps.google.com/?cid=16106363515633064488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Spacious, modern-industrial New Zealand inspired brewery offering brews, seafood & comfort eats.",,,,,,
TapRoom Beer Company,"2000 El Cajon Blvd, San Diego, CA 92104, USA",(619) 539-7738,http://www.taproombeerco.com/,,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,4.6,714,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.755516799999995,-117.14356629999999,,https://maps.google.com/?cid=1430750830096429898&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Comfort food & beers served in a warehouse-style brewpub with a spacious beer garden.,,,,,,
Mission Brewing - Kensington,"4067 Adams Ave, San Diego, CA 92116, USA",(619) 546-9247,https://missionbrewery.com/kensington/,,Monday: 12:00 – 9:30 PM | Tuesday: 12:00 – 9:30 PM | Wednesday: 12:00 – 9:30 PM | Thursday: 12:00 – 9:30 PM | Friday: 12:00 – 10:30 PM | Saturday: 12:00 – 10:30 PM | Sunday: 12:00 – 9:30 PM,4.6,40,,Google Places API,2026-04-25,32.763021,-117.10791650000002,,https://maps.google.com/?cid=6984847664562537340&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Canned Soda,1.0,Mission Munchie Mix,1.0,"$1 sodas, $1 mixes, $5.50 beers, and $7.50 cocktails.",https://missionbrewery.com/kensington/menu
